yy	mm	dd	Sardegna_CA011B097	Sardegna_CA013B093	Sardegna_CA026B079	Sardegna_CA029B017	Sardegna_CA030B175	Sardegna_CA034B191	Sardegna_CA038B170	Sardegna_CA039B232	Sardegna_CA040B077	Sardegna_CA045B021	Sardegna_CA051B276	Sardegna_CA054B109	Sardegna_CA061B225	Sardegna_CA067B113	Sardegna_CA069B312	Sardegna_CA073B050	Sardegna_CA073B171	Sardegna_CA078B229	Sardegna_CA082A008	Sardegna_CA082B039	Sardegna_CA084B044	Sardegna_CA085B210	Sardegna_CA086B062	Sardegna_CA088B119	Sardegna_CA092B140	Sardegna_CA095B182	Sardegna_CA102B148	Sardegna_CA103B212	Sardegna_CA104B085	Sardegna_CA105B047	Sardegna_NU002B035	Sardegna_NU004B216	Sardegna_NU015B068	Sardegna_NU016B126	Sardegna_NU022B201	Sardegna_NU034B095	Sardegna_NU042B031	Sardegna_NU043B096	Sardegna_NU045B433	Sardegna_NU048A002	Sardegna_NU048B065	Sardegna_NU058B202	Sardegna_NU060B054	Sardegna_NU063B023	Sardegna_NU063B025	Sardegna_NU063B172	Sardegna_NU063B227	Sardegna_NU065B051	Sardegna_NU067B101	Sardegna_NU073B090	Sardegna_NU076B127	Sardegna_NU076B180	Sardegna_NU077B067	Sardegna_NU078B020	Sardegna_NU079B194	Sardegna_NU083B009	Sardegna_NU090B049	Sardegna_NU095B211	Sardegna_OR004B207	Sardegna_OR009B001	Sardegna_OR025B037	Sardegna_OR030B156	Sardegna_OR032E006	Sardegna_OR038B181	Sardegna_OR039B174	Sardegna_OR042B200	Sardegna_OR073B221	Sardegna_OR077B103	Sardegna_SS001B271	Sardegna_SS002B078	Sardegna_SS003B139	Sardegna_SS005B003	Sardegna_SS012B002	Sardegna_SS013B169	Sardegna_SS013B224	Sardegna_SS014B110	Sardegna_SS015B041	Sardegna_SS018B022	Sardegna_SS022B165	Sardegna_SS022B187	Sardegna_SS025B151	Sardegna_SS028B107	Sardegna_SS028B236	Sardegna_SS038B038	Sardegna_SS038B111	Sardegna_SS042B045	Sardegna_SS051B087	Sardegna_SS052B048	Sardegna_SS053B458	Sardegna_SS054B034	Sardegna_SS059A001	Sardegna_SS059B061	Sardegna_SS059B159	Sardegna_SS060B237	Sardegna_SS068B230	Sardegna_SS073B028	Sardegna_SS077B168	Sardegna_SS086B155
1990	01	23	10	11	17	NA	24	11	8	14	16	13	NA	14.5	16	13	13	13.5	15	14	13.8	15.9	16	9	16	16	14	13	16	15	12	14	13.5	15	10	16	NA	14.5	14	12	NA	10	11	14	18	11	11	15	NA	14	11	15.5	13	12	12	16	12	8	14	16	16	15	14	16	15.3	15	15	13	15	9	NA	15	12	14	15	16	8	15	16	12	13	14	15	14	9	17	11	15	17	12	NA	11	13.6	16	19	15	11.5	10	15	14
1990	01	24	10	14	15	NA	20	14	13	11	16	13	NA	17	15	13	14	12.5	16	18	15	15.4	16	11	18	12	16	14	16	16	10	17	16	16	15	17.5	NA	10.5	12	11	NA	7.2	13	11	15	12	12	19	NA	11	12	14	9	10	9	17	9	9	13	17	15	12	14	16	14	15	15	14	14	13	NA	13	11	12	11	16	12	16	14	14	13	12	15	14	11	18	14	16	17	12	NA	9	13.8	16	16	16	10	17	12	12
1990	01	25	10	18	18	NA	21	17	11	14	17	17	NA	19	20	13	14	14.5	19	16	18.6	19.2	13	13	17	17	18	16	19	18	12	20	17	17	15	18	NA	13	15	13	NA	8	11	11	11	10	12	20	NA	10	16	14.5	12	12.5	9	21	9	10	13	18	18	15	15	17	17	17	15	15	18	16	NA	16	21	13	11	18	15	18	14	16	14	12	17	16	12	17	14	16	22	13	NA	12	16	18	17	13	11.5	12	14	15
1990	01	26	10	17	17	NA	21	17	15	14	18	16	NA	19	17	13	15	15	19	18	17.4	18.9	19	14.5	18	16	18	17	17	17	10	17	16	18	19	18	NA	12.5	13	13	NA	7	8.5	13	18	12	12	20	NA	10	12	14	10	10	13	19	9	10	12	18	17	15	14	17	16.6	19	15	15	15	16	NA	15.5	22	14	12	18	12	15	14	18	14	13	16	15	13	17	14	15	19	13	NA	8	15.8	18	18	15	11.5	11	15	15
1990	01	27	10.5	17	18	NA	23	17	14	15	17	15	NA	19	16	14	17	16.5	19	15	17.4	18.4	18	15	16	15	18	17	18	19	13	18	15	18	19	18	NA	13.5	13	9	NA	10	13	13	15	14	12	19	NA	13	14	13.5	13	12	12	20	12	12	15	18.5	17	16	16	17	16.5	18	15	18	20	16	NA	16.5	19	15	14	20	11	15	14	18	16	13	16	17	13.5	NA	11	16	21	13	NA	12	15.8	17	18	16	12	15	16	15
1990	01	28	11	15	16	NA	24	10	15	13	16	15	NA	18.5	20	14	16	15.5	17	13	15.6	15.8	16	12.5	14	16	16	17	17	17	12	15	14	15	12	18.5	NA	13	14	15	NA	10.6	12.5	14	12.5	14	13	16	NA	8	14	13.5	14	12	12	16	12	8	14	17	17	15	16	17	17.5	18	15	18	15	15	NA	14.5	20	17	16	20	11	14	17	15	16	15	18	17	11	NA	15	17	18	12	NA	12	16.8	17	15	19.5	13.5	17	15	16
1990	01	29	12	15	15	NA	21	15	16	12	13	15	NA	15.5	15	17	14	16	16	14	14.4	15.1	16	10	15	11	14	17	15	15	9	15	15	16	17	18	NA	10.5	11	12	NA	8	9	11	9	12	9	15	NA	7	10	13	10	8	8	16	9	6	12	17	16	14	14	16	15.5	16	13	15	15	12	NA	14	21	12	13	16	16	15	13.5	15	14	13	15	15	9	NA	15	17	18	13	NA	10	13.4	15	15	17	10	16	13	16
1990	01	30	10	12	13	NA	17	13	13	10	11	11	NA	15	15	14	13	16.5	14	17	14	14.2	14	10.5	17	11	15	17	15	15	11	15	14	16	15	18	NA	9.5	10	15	NA	5.4	6	11	7.5	12	9	15	NA	11	9	13.5	8	8	8	15	8	9	11	14.5	14	12	14	11	12.5	14	13	13	14	10	NA	13	21	12	10	15	11	15	10	11	14	10	13	11	12.5	NA	11	16	16	14	NA	5	13	12	14	13.5	10	10	11	12
1990	01	31	11	15	16	NA	18	15	10	13	16	15	NA	17	16	14	15	13	17	13	15.8	16.2	18	14.5	14	16	17	18	17	18	12	17	14	16	19	20	NA	12.5	14	14	NA	16.4	12.5	13	15	14	13	20	NA	8	14	13.5	13	6	9	17	12	10	12	17.5	14	16	13	17	17	17	14	14	15	12	NA	14.5	22	14	13	18	15	17	15	16	14	11	17	15	9	NA	16	17	16	15	NA	11	13.4	16	17	12	11	16	15	16
1990	02	01	9	13	14	NA	18	15	11	11	14	14	NA	17	14	14	12	11.5	16	15	15	15	15	10.5	16	13	15	18	15	15	13	14	6.5	12	16	18.5	NA	10	10	14	NA	8	9	14	8.5	8	9	14	NA	11	10	13.5	10	10	11	15	9	7	10	15	15	9	14	17	12.5	15	13	14	18	10	NA	13.5	20	12	11	16	14	14	12	14	14	12	13	12	12	NA	15	16	17	16	NA	10	13.8	15	14	12.5	10	15	14	10
1990	02	02	12	14	15	NA	12	14	13	12	14	15	NA	18.5	18	14	15	12	16	19	15.8	16.7	17	10	17	17	17	17	16	17	10	17	14	18	17	19	NA	11	12	15	NA	8	13	11	15	10	12	18	NA	14	14	13	10	10.5	13	18	9	13	14	18	16	13	15	15	14.6	15	14	14	15	14	NA	15.5	19	14	12	18	15	18	12	18	14	14	16	14	13	NA	15	15	17	16	NA	10	14	16	17	15	11	11	16	14
1990	02	03	11	17	18	NA	23	18	14	14	12	16	NA	18	18	14	15	13.5	18	18	16.2	17.4	17	10.5	18	16	18	17	18	18	10	17	15.5	18	17	19.5	NA	14.5	15	15	NA	11	15	11	15.5	12	14	18	NA	15	14	13	14	12	14	18	12	12	15	17	15	16	15	19	18	17	15	15	18	15	NA	15.5	19	15	15	19	17	16	15	18	15	13	16	17	12.5	NA	12	16	18	16	NA	11	14.8	17	17	13.5	12.5	12	16	14
1990	02	04	16	17	19	NA	24	16	15	14	19	17	NA	17.5	17	14	17	13	18	18	16	16.6	17	13	18	17	18	17	17	19	14	17	7	17	11	19	NA	15.5	17	14	NA	12.6	17	14	18	12	15	20	NA	11	18	13	16	11	13	18	15	11	15	18	18	20	18	20	18.6	19	17	18	20	15	NA	14.5	16	14	15	18	17	17	17	16	16	14	17	15	12	NA	15	18	17	16	NA	14	15.2	18	19	18	12.5	15	16	17
1990	02	05	16	17	18	NA	23	17	14	12	17	16	NA	16	17	14	15	12.5	18	18	16.6	17.7	17	15.5	19	16	19	16	17	16	11	17	9.5	16	17	20	NA	14.5	17	13	NA	11	16.5	15	21	12	13	18	NA	14	16	12	14	11.5	10	16	9	10	15	17	17	18	17	20	19.5	19	16	18	19	16	NA	15	17	14	14	20	17	16	15	18	16	14	16	15	13.5	NA	17	18	20	16	NA	14	15.2	17	17	17.5	13	11	17	17
1990	02	06	14	17	18	NA	20	18	14	14	19	18	NA	17	18	16	16	12.5	19	19	16.8	17.3	18	17	18	19	20	16	18	17	12	16	16	17	18	19.5	NA	14.5	15	14	NA	12	17.5	15	17.5	12	13	17	NA	14	17	12	14	11	13	18	12	12	14	17	18	18	16	20	19.5	19	16	20	18	16	NA	15	12	16	16	18	11	16	17	18	16	15	15	16	14	NA	16	13	19	15	NA	14	15.4	18	20	18	13	16	16	18
1990	02	07	14	18	18	NA	24	12	16	15	14	17	NA	18	20	15	17	12.5	19	18	17	17.2	18	11	17	18	18	16	17	18	11	16	16.5	17	19	19.5	NA	14	16	14	NA	11.2	15.5	14	18	12	13	18	NA	15	15	14	13	8.5	14	18	9	12	14	18	16	18	16	19	17.6	18	15	18	18	16	NA	15.5	17	16	14	18	18	17	16	18	16	12	18	16	14.5	NA	16	18	18	15	NA	11	16.2	16	17	17	12.5	17	15	17
1990	02	08	11	18	17	NA	18	17	17	15	15	16	NA	18	17	15	18	11.5	18	18	16.8	18	18	13.5	17	15	17	15	18	18	13	16	14	18	19	19	NA	13.5	14	14	NA	10	16	13	14.5	14	14	19	NA	14	14	14	13	12	16	18	12	11	15	18	16	16	17	18	16.5	18	14	18	16	16	NA	16	23	15	14	18	11	18	15	18	15	14	16	16	13	NA	15	17	18	16	NA	11	15.6	17	17	15.5	12.5	15	16	16
1990	02	09	14	17	NA	NA	23	15	11	15	15	18	NA	20	22	15	18	12	18	18	18	18.4	20	15	18	17	17	15	20	19	11	20	13.5	20	20	22	NA	13	16	15	NA	10	13.5	15	19	11	16	19	NA	14	15	19	NA	8	15	18	12	13	14	19	16	17	16	16	16	17	15	15	16	14	NA	17	22	15	15	18	11	19	16	16	15	15	16	16	11	NA	16	16	19	16	NA	11	14.2	16	17	16	11.5	13	14	16
1990	02	10	14	18	17	NA	22	17	14	14	15	18	NA	16.5	17	14	18	12.5	18	16	17.6	18.1	19	13.5	15	15	15	14	19	19	12	18	10	15	16	17	NA	10.5	14	12	NA	8.2	9	12	18	12	12	19	NA	12	14	11	11	6	5	16	12	10	10	16.5	18	14	16	19	16	17	14	15	18	14	NA	12.5	21	12	11	18	16	14	13	12	16	12	15	12	10	17	16	15	13	15	NA	11	13.6	16	17	14	11	15	13	12
1990	02	11	10	14	15	NA	22	13	12	11	12	17	NA	17	16	11	15	12.5	15	14	15.4	15.4	16	12.5	16	12	16	13	18	16	12	18	15	17	10	18	NA	9.5	11	12	NA	7.4	6.5	9	9	10	13	16	NA	9	9	13	14	6	8	15	9	8	8	16	15	13	17	16	14.5	16	12	14	15	13	NA	14	19	12	11	16	13	13	13	15	12	10	13	14	7	17	14	14	19	16	NA	5	14	14	19	12	9.5	7	12	17
1990	02	12	12	15	14	NA	22	15	12	11	14	18	NA	21	16	11	17	11.5	15	17	15.4	16	17	13.5	17	14	17	14	20	17	10	14	16	16	12	18	NA	10	12	10	NA	7	6.5	10	5.5	12	10	17	NA	8	10	14	9	7	9	15	7	7	10	15.5	16	12	11	15	15	16	12	14	15	14	NA	13	24	11	10	15	12	14	11	12	13	10	13	11	10	16	14	12	18	14	NA	7	15	16	14	13	10	10	14	14
1990	02	13	12	16	16	NA	22	16	14	13	15	19	NA	20	18	13	17	11.5	16	18	18.2	18.4	19	12	18	15	19	18	19	19	11	17	19	18	20	19	NA	13	13	15	NA	8	8.5	12	10.5	10	14	18	NA	10	14	16	11	11	14	20	11	10	12	18	16	13	10	17	16	17	15	15	15	14	NA	14	20	12	12	17	16	18	13	18	13	12	15	15	14	14	14	14	17	15	NA	10	15.4	17	16	14	12	15	17	17
1990	02	14	13	17	18	NA	22	15	16	14	19	20	NA	20	18	14	18	11.5	20	19	19.4	20.3	22	15.5	18	18	19	18	21	20	9	20	20	24	20	22	NA	13.5	20	17	NA	10.4	12	15	15.5	8	15	20	NA	14	15	15	14	12	15	22	10	10	12	20	20	14	16	18	18.3	18	16	18	15	13	NA	15	21	14	12	19	15	20	13	16	13	13	16	15	14	14	15	14	21	16	NA	10	16.2	19	17	17	13.5	17	17	18
1990	02	15	13.5	17	17	NA	22	19	16	14	19	19	NA	20	20	16	18	12	17	19	20	20.5	22	15.5	17	18	19	18	21	21	13	21	18	22	17	22	NA	12.5	15	16	NA	10	12	16	17.5	15	16	24	NA	14	15	15	14	11	15	26	12	10	14	19	20	15	17	20	18	18	15	18	18	13	NA	14.5	23	13	13	19	16	20	14	15	13	13	15	16	11	15	14	14	21	16	NA	11	16.6	18	15	17	13	16	16	18
1990	02	16	14	17	18	NA	23	18	17	15	17	21	NA	22	22	16	18	12.5	19	21	18.4	18.8	22	16.5	18	18	19	19	20	21	14	22	17	18	19	22	NA	12.5	14.5	16	NA	10	14	14	17.5	16	12	23	NA	14	16	12	14	9	15	26	12	15	14	22	16	17	17	17	16.3	17	15	15	18	14	NA	15.5	22	13	13	18	17	20	14	15	15	12	14	18	14.5	16	16	15	20	16	NA	10	16.6	18	19	16.5	12.5	17	17	18
1990	02	17	14	19	21	NA	23	18	18	16	19	23	NA	24	23	18	19	13	20	23	20.4	20.6	21	18	21	22	19	19	22	21	15	23	20	23	18	22	NA	15	18	17	NA	12	16.5	16	18	14	18	24	NA	18	18	18	15	16	19	23	16	15	17	22	17	18	19	20	17.5	19	17	18	15	17	NA	16.5	20	14	16	19	17	21	16	17	16	14	18	18	15.5	17	17	18	21	16	NA	9	17.2	19	18	18	13.5	15	19	20
1990	02	18	14	22	23	NA	25	21	20	18	22	26	NA	19	23	18	19	12.5	21	21	18.4	18.8	22	19	21	22	20	19	21	23	17	19	14	18	18	19	NA	18	19	19	NA	14.2	19	18	20	15	17	20	NA	18	19	19	17	19	15	18	16	16	18	19	21	21	20	21	21.5	22	19	20	18	16	NA	16.5	19	15	18	19	17	16	20	18	16	14	17	18	15.5	17	19	21	21	16	NA	12	18.4	19	20	20	15	17	20	21
1990	02	19	14.5	19	19	NA	20	18	17	16	20	19	NA	19	20	17	18	12.5	20	20	18.2	17.2	22	18	21	22	21	22	18	19	13	17	12	20	19	19	NA	18.5	19	18	NA	14.2	21	19	21	15	15	20	NA	15	17	19	17	16	15	18	15	16	17	19	21	20	19	14	21.5	21	18	21	21	16	NA	15.5	21	17	19	20	21	17	20	17	19	16	17	18	14	18	19	21	20	16	NA	14	16	18	20	20	16.5	18	15	21
1990	02	20	15	18	18	NA	23	19	16	14	21	18	NA	18	20	17	19	12.5	20	21	17.8	17.4	17	18.5	20	18	21	19	22	18	12	16	14	20	19	19	NA	15	18	15	NA	13	21	17	18	16	14	20	NA	14	18	19	15	14	11	19	12	10	17	17	20	17	20	19	21.5	21	18	20	21	16	NA	16	20	16	16	20	17	19	18	15	19	16	16	17	15.5	19	19	20	19	17	NA	14	14.2	18	20	17.5	13.5	17	19	19
1990	02	21	16	20	20	NA	23	19	18	17	21	17	NA	18.5	18	17	18	12.5	19	20	17.2	17.9	18	17	19	21	20	19	21	20	15	17	14	19	19	19.5	NA	17	19	19	NA	15.2	21	17	20.5	18	18	21	NA	18	17	19	16	17	16	19	16	16	17	20	21	20	20	19	19	19	18	20	20	16	NA	16	19	18	18	19	14	19	20	16	17	16	16	18	15	19	18	20	19	16	NA	14	14.6	18	18	19	14	14	20	20
1990	02	22	16	19	19	NA	23	19	20	18	19	17	NA	19	21	17	19	13	20	19	19	18.9	20	16	18	18	20	21	24	20	14	19	15	21	22	20	NA	18.5	19	19	NA	14	17	17	20	18	18	22	NA	18	17	19	16	17	16	20	18	17	17	19	17	19	18	19	17	18	18	18	21	16	NA	16	19	17	18	18	17	19	20	18	17	17	15	18	15	19	21	19	20	16	NA	17	14.8	18	19	20	15	18	19	22
1990	02	23	16	20	21	NA	23	19	20	20	19	16	NA	20.5	22	16	20	13.5	21	18	19.6	20	21	18	16	20	18	20	24	21	17	20	20	22	23	22	NA	19	20	20	NA	16.2	20	18	20.5	20	18	23	NA	18	19	20	16	18	19	21	18	17	18	21	17	19	17	18	16.6	18	18	18	18	15	NA	18.5	19	17	19	19	17	20	21	18	17	17	17	20	17.5	19	21	20	19	16	NA	17	15.4	19	20	21	16	21	18	22
1990	02	24	16.5	17	21	NA	22	20	20	19	17	18	NA	21	21	16	20	14	21	21	19.4	21	20	15	18	19	17	19	25	19	16	20	17	21	24	21.5	NA	19	NA	20	NA	16.6	19.5	18	21	18	17	23	NA	18	17	20	18	16	17	21	18	17	18	20.5	17	20	18	17	14.5	18	17	15	15	15	NA	15.5	20	16	20	16	15	20	21	18	17	16	15	21	16.5	20	18	18	19	16	NA	17	14	19	16	18.5	16	19	19	21
1990	02	25	17	20	20	NA	25	21	20	20	15	19	NA	21	20	14	20	14.5	20	17	16.4	15.9	18	16	16	19	17	18	27	21	17	21	14	17	18	22	NA	18.5	19	21	NA	16	21	19	21	16	19	23	NA	18	18	19	18	17	19	19	15	17	18	20	16	16	19	19	17.6	19	20	15	15	16	NA	14.5	28	13	18	17	16	22	20	18	15	14	17	16	12.5	21	18	19	19	16	NA	14	14.4	16	17	20	16	19	20	21
1990	02	26	16	16	17	NA	23	17	21	16	19	22	NA	24	20	14	19	14.5	18	18	18	18.4	22	13	18	18	18	18	26	19	16	27	16	19	18	19	NA	12.5	17	17	NA	12.4	17	17	16.5	16	19	20	NA	18	13	19	20	12	14	22	11	15	15	21	15	15	14	19	20	15	14	15	19	15	NA	15.5	22	14	14	18	17	18	15	18	15	17	17	16	14	17	16	19	22	16	NA	10	14.8	17	17	15.5	12.5	15	19	15
1990	02	27	14	18	18	NA	23	20	17	14	18	21	NA	21	21	16	20	16	18	21	21.2	20.4	22	18.5	18	19	18	18	27	21	14	20	17.5	22	14	22	NA	14	14	18	NA	12.8	12	15	18	16	15	22	NA	14	13	18	13	14	14	19	12	10	13	21	21	20	14	18	19	17	15	18	15	18	NA	16	21	16	14	21	17	20	13	18	15	11	17	15	14	15	18	19	20	17	NA	10	15.8	20	19	16.5	13	16	17	15
1990	02	28	12	19	20	NA	25	20	20	19	18	20	NA	24.5	24	16	20	20	17	20	19.6	19.5	22	19	19	21	18	18	26	24	15	23	20	22	17	22	NA	15	18	18	NA	13.4	16	17	21	15	16	23	NA	18	17	19	16	16	18	25	10	15	16	23	21	20	17	20	21	21	18	17	16	17	NA	16	20	14	13	19	18	20	15	18	15	11	17	12	14	16	16	19	20	15	NA	15	15.2	20	19	18	13.5	17	17	19
1990	03	01	12	17	18	NA	23	19	17	16	18	21	NA	23.5	25	14	18	17.5	20	17	20.8	21	24	16.5	16	20	19	20	24	23	15	22	19	21	15	22	NA	14	16.5	16	NA	11	13	15	19.5	15	16	25	NA	14	16	19	13	13	16	26	9	13	14	24	20	17	17	20	17	16	16	17	18	16	NA	15.5	21	14	13	19	17	20	15	18	15	13	14	17	11	14	16	19	18	13	NA	13	15.4	19	19	17.5	14	13	17	19
1990	03	02	15	17	17	NA	22	17	15	14	17	21	NA	20	20	13	18	18.5	17	19	16.4	16.5	18	15	17	16	17	20	25	21	14	20	11	16	17	19	NA	11	14	12	NA	9	9.5	11	17	15	16	22	NA	12	14	18	10	8.5	16	21	6	13	10	19	17	15	16	15	14	16	13	14	15	13	NA	13.5	17	12	11	17	17	20	14	18	13	11	13	14	9.5	14	12	14	16	15	NA	8	12.4	16	17	15	10	11	16	16
1990	03	03	8	17	18	NA	13	16	13	12	17	20	NA	14	20	13	17	12.5	17	17	17.4	16.8	18	13	15	12	17	19	24	17	10	17	12	15	15	18.5	NA	10.5	14	10	NA	7.2	7	10	15	15	11	18	NA	11	14	18	11	10	10	16	9	13	10	14	16	15	14	18	14.6	15	14	14	15	11	NA	13.5	16	11	10	16	17	14	13	13	12	8	10	13	7	14	14	13	15	16	NA	8	14	16	14	14.5	10.5	11	14	15
1990	03	04	11	14	16	NA	20	13	12	11	16	20	NA	13.5	15	13	17	13	15	15	14.8	14.1	16	10	15	12	15	17	18	14	7	14	11	14	9	16.5	NA	10	14	9	NA	6.6	6	11	13.5	6	8	16	NA	8	11	18	10	8	8	15	9	9	8	15	16	13	13	18	15	15	13	13	18	13	NA	11.5	21	11	10	15	15	13	12	12	12	9	12	11	9	14	13	13	15	16	NA	8	13.2	15	16	13.5	9.5	13	13	15
1990	03	05	10	15	15	NA	15	9	11	12	12	26	NA	15.5	15	13	15	13.5	16	17	14.8	14.5	16	10	16	12	16	17	17	14	9	14	15	16	16	17	NA	11.5	12.5	11	NA	5.8	10	11	14	8	9	16	NA	9	11	18	10	5	8	17	9	8	10	16.5	15	15	13	19	16	16	12	13	15	13	NA	13.5	19	12	12	16	15	15	13	15	12	8	12	13	13	14	15	14	15	16	NA	8	13	16	16	14	11.5	13	13	15
1990	03	06	9	17	18	NA	21	11	15	15	16	27	NA	18	19	14	17	16	18	17	16.6	17.2	22	12	17	16	16	16	16	18	11	15	14.5	18	18	17.5	NA	12.5	16	15	NA	10.2	12.5	13	14	10	13	18	NA	13	14	18	12	9	12	18	12	13	12	17	16	16	14	17	14.8	16	13	13	15	13	NA	14.5	19	13	13	16	16	16	15	21	12	10	14	15	15	14	15	15	14	16	NA	11	13	16	17	15.5	11.5	12	14	18
1990	03	07	13	17.5	20	NA	22	19	17	18	18	26	NA	18.5	18	14	18	21	21	20	19.6	20.8	17	10	23	18	18	18	21	19	10	18	14	18	19	19	NA	15.5	18	18	NA	13.8	16.5	17	22.5	16	18	20	NA	18	17	19	15	15	16	18	15	17	16	18	17	17	16	19	15	22	14	15	15	13	NA	15.5	20	14	16	18	15	15	18	20	12	14	17	19	15.5	14	14	16	19	15	NA	9	14.2	17	15	18.5	10.5	15	18	19
1990	03	08	15	20	19	NA	23	19	19	18	21	24	NA	21.5	19	20	18	19	19	16	16.2	15.8	19	14	17	22	22	18	20	20	15	17	16	21	20	18.5	NA	19	19	19	NA	17.2	22	19	21	18	18	21	NA	18	20	19	18	18	18	18	19	12	18	18	17	20	20	19	21.8	18	20	21	21	18	NA	14	21	17	20	24	16	15	18	19	14	19	17	18	15	14	16	18	18	15	NA	11	18.4	20	18	23.5	20	17	22	22
1990	03	09	11	16	17	NA	23	18	16	17	17	21	NA	22	20	20	18	17.5	17	20	18.8	18.3	19	13	17	16	17	22	22	18	15	20	16.5	21	20	19	NA	12.5	13.5	18	NA	12.8	14	13	15.5	18	14	21	NA	13	16	19	15	14	16	21	12	15	14	15.5	19	14	17	15	15	18	15	14	15	14	NA	13.5	22	16	16	19	17	17	18	16	19	13	17	16	14	14	18	19	19	16	NA	13	15.8	16	17	14	14.5	15	19	15
1990	03	10	13	17	20	NA	25	20	19	19	18	20	NA	23	25	17	20	15.5	22	21	NA	21.7	24	13.5	20	22	19	22	23	23	18	20	16.5	22	20	19	NA	17	19	19	NA	15	18	18	17	20	18	24	NA	18	18	22	11	16	21	21	19	18	16	21	18	17	17	20	16	20	17	16	15	16	NA	16.5	23	18	19	21	12	23	20	21	18	17	18	21	17	17	20	18	19	19	NA	17	14.4	18	19	NA	14.5	16	20	21
1990	03	11	15	20	22	NA	26	22	20	19	20	26	NA	20	26	17	20	23.5	23	25	22.8	22.7	22	14.5	25	22	20	22	24	23	17	20	16	20	21	21	NA	16	19	19	NA	13.6	19	18	19.5	20	21	23	NA	18	18	20.5	16	17	20	21	19	18	18	21	19	20	18	21	18	20	17	16	18	19	NA	17	20	17	19	21	17	20	20	20	18	19	18	20	15.5	17	20	20	16	20	NA	17	15.8	20	17	19	14.5	17	19	22
1990	03	12	16	23	19	NA	26	19	21	21	20	25	NA	19	27	22	21	19.5	22	19	19	17.2	23	13.5	19	24	22	24	22	24	20	18	16	18	19	18	NA	18	21	20	NA	17.4	21	20	25	20	21	21	NA	21	21	20.5	19	19	18	18	19	20	20	18	22	23	20	21	21	18	20	20	21	18	NA	16.5	24	17	20	19	16	18	19	16	17	17	17	20	12	17	20	21	19	18	NA	17	15.2	18	17	21	17	19	21	24
1990	03	13	16	17	19	NA	23	20	19	19	18	24	NA	18	22	20	22	17.5	21	19	20.4	20.4	16	16	20	19	19	20	20	21	16	19	15.5	19	19	19	NA	15	17	17	NA	13.4	14	16	17	16	16	19	NA	17	16	19	14	16	15	17	15	15	15	17.5	19	17	16	20	16.8	19	16	15	18	18	NA	13.5	13	15	18	17	17	18	15	18	17	12	16	16	12	17	16	16	20	18	NA	16	15	16	20	16	14	16	16	19
1990	03	14	15	17	18	NA	20	17	14	15	18	19	NA	15.5	19	18	21	20.5	16	18	16.4	16.1	16	14	18	18	19	19	16	17	11	14	15	19	20	17	NA	14.5	17	17	NA	9	10	12	16	12	11	15	NA	12	13	19	13	11	13	18	12	10	15	13	20	18	15	21	19	19	15	20	18	18	NA	15	19	15	15	19	16	18	13	16	16	12	16	17	7.5	17	17	16	20	18	NA	11	15.6	19	16	18.5	14	14	18	19
1990	03	15	14.5	16	17	NA	21	16	13	15	16	21	NA	16	17	17	18	17.5	16	18	15.6	16.1	19	12	20	16	18	19	15	17	11	16	15	16	19	18	NA	14.5	18	13	NA	8	9	12	11	10	10	15	NA	10	11	18.5	12	11	11	16	12	10	14	15	18	16	16	20	16.7	19	15	18	15	15	NA	15	19	15	17	20	20	16	13	16	15	14	16	14	12	17	15	18	21	18	NA	11	16.4	18	20	16.5	14.5	11	15	18
1990	03	16	14	18	19	NA	23	16	14	12	22	20	NA	18	18	18	16	17.5	20	19	17.4	18.8	19	12.5	19	17	19	20	17	17	11	17	16	19	20	13	NA	16	19	14	NA	10	11	14	14	10	12	17	NA	14	17	19	15	11	11	18	12	9	15	16.5	16	19	18	21	18	21	15	19	20	18	NA	16	13	16	15	22	21	17	14	16	16	14	18	18	10	17	19	20	19	18	NA	11	18.4	21	16	20	17	13	16	20
1990	03	17	13	20	18	NA	26	18	15	16	18	21	NA	17.5	22	18	18	17.5	21	20	17.4	17.7	19	15	20	18	19	20	19	19	13	17	16	17	19	21.5	NA	15.5	18	10	NA	10.2	12	14	16.5	10	12	20	NA	15	16	18.5	14	11	12	18	12	11	15	17	18	17	19	21	19	20	15	19	18	19	NA	14.5	12	15	14	20	21	18	15	16	19	13	16	15	11	17	17	19	19	17	NA	11	17.8	20	15	19.5	15	15	18	19
1990	03	18	11	19	18	NA	25	18	13	13	22	21	NA	17.5	18	15	20	17.5	20	20	18.6	17.5	17	15	19	19	19	18	15	17	10	15	10.5	19	18	20	NA	16.5	17	8	NA	9.2	13.5	14	17	10	13	18	NA	13	13	18.5	15	11	12	18	10	11	15	18	21	18	18	20	19	20	16	19	21	18	NA	14.5	20	15	14	21	18	18	13	16	16	14	17	16	11	17	24	19	20	14	NA	11	16.6	20	20	17.5	16.5	14	17	19
1990	03	19	14	19	19	NA	23	18	15	15	21	24	NA	17.5	19	18	21	20	20	22	18.4	17.7	24	13.5	20	19	22	18	16	18	11	16	13.5	18	20	20.5	NA	16.5	18	19	NA	10.4	11	14	21	12	13	17	NA	13	15	19	14	13	12	18	14	10	14	15	20	19	16	22	19	21	18	15	20	17	NA	15	21	16	14	19	17	19	17	16	16	13	15	16	15.5	18	18	17	21	16	NA	10	15.2	20	20	18.5	15	15	18	19
