yy	mm	dd	Sardegna_CA011B097	Sardegna_CA013B093	Sardegna_CA026B079	Sardegna_CA029B017	Sardegna_CA030B175	Sardegna_CA034B191	Sardegna_CA038B170	Sardegna_CA039B232	Sardegna_CA045B021	Sardegna_CA047B226	Sardegna_CA051B276	Sardegna_CA054B109	Sardegna_CA061B225	Sardegna_CA067B113	Sardegna_CA069B312	Sardegna_CA073B050	Sardegna_CA073B171	Sardegna_CA078B229	Sardegna_CA082A008	Sardegna_CA082B039	Sardegna_CA084B044	Sardegna_CA085B210	Sardegna_CA086B062	Sardegna_CA088B119	Sardegna_CA092B140	Sardegna_CA095B182	Sardegna_CA102B148	Sardegna_CA103B212	Sardegna_CA104B056	Sardegna_CA104B085	Sardegna_CA105B047	Sardegna_NU002B035	Sardegna_NU004B216	Sardegna_NU015B068	Sardegna_NU016B126	Sardegna_NU022B201	Sardegna_NU034B095	Sardegna_NU042B031	Sardegna_NU043B096	Sardegna_NU045B433	Sardegna_NU048B065	Sardegna_NU058B202	Sardegna_NU060B054	Sardegna_NU063B023	Sardegna_NU063B025	Sardegna_NU063B172	Sardegna_NU063B227	Sardegna_NU065B051	Sardegna_NU067B101	Sardegna_NU073B090	Sardegna_NU076B127	Sardegna_NU076B180	Sardegna_NU077B067	Sardegna_NU078B020	Sardegna_NU079B194	Sardegna_NU083B009	Sardegna_NU085B070	Sardegna_NU090B049	Sardegna_NU095B211	Sardegna_OR004B207	Sardegna_OR009B001	Sardegna_OR025B037	Sardegna_OR030B156	Sardegna_OR032E006	Sardegna_OR038B181	Sardegna_OR039B174	Sardegna_OR042B200	Sardegna_OR073B221	Sardegna_OR077B103	Sardegna_SS001B271	Sardegna_SS002B078	Sardegna_SS003B139	Sardegna_SS005B003	Sardegna_SS012B002	Sardegna_SS013B169	Sardegna_SS013B224	Sardegna_SS014B110	Sardegna_SS015B041	Sardegna_SS018B022	Sardegna_SS022B165	Sardegna_SS022B187	Sardegna_SS025B151	Sardegna_SS028B107	Sardegna_SS028B236	Sardegna_SS038B038	Sardegna_SS038B111	Sardegna_SS042B045	Sardegna_SS051B087	Sardegna_SS052B048	Sardegna_SS053B458	Sardegna_SS054B034	Sardegna_SS059B061	Sardegna_SS059B159	Sardegna_SS060B237	Sardegna_SS068B230	Sardegna_SS073B028	Sardegna_SS077B168	Sardegna_SS086B155
1991	04	20	5	4	4	NA	5	4	6	4	11	7	6	5.5	1	6	7	5.4	4	6	5	7	7	6	2	5	8	8	5	6	11	4	5	5	5	6	8	NA	1.5	2	3	NA	2.5	2.5	1	2	4	6	NA	3	3	6	1	1	1	9	-1	-1	6.5	0	2	5	3	6	6	5	3	4	6	11	6	NA	6	8	3	1	6	6	4	0	7	7	4	5	3	-1	3	3	4	4	NA	NA	2	6	5	6	1.5	5	1	4
1991	04	21	4	2	6	NA	3	1	4	2	13	6	6	5	4	3	5	7.2	5	3	3	7	5	3.5	2	3	5	4	5	3	10	3	4	6	5	5	6	NA	0.5	3	1	NA	0	1	0	0	0	4	NA	1	1	4	0.1	-1	1	9	-4	0	6.5	0	2	7	2	3	2	3	4	0	3	4	6	NA	7	7	3	1	6	6	6	0	7	10	4	6	3	-4	3	4	4	5	NA	NA	1	4	10	4	1.5	4	0	2
1991	04	22	4	2	3	NA	2	1	3	2	12	7	4	3	0.3	7	3	5.2	5	1	1	5	6	2	6	4	2	4	3	3	9	2	4	13	3	4	6	NA	1	3	1	NA	1.5	0	1	-4	-1	5	NA	1	3	4	0	-1	-1	6	1	-1	4	0	3	3	1	3	1	2.7	3	2	3	4	7	NA	5	7	2	3	7	7	3	1	1	6	3	5	1	1	4	9	3	6	NA	NA	2	4	6	5	3.5	3	-2	1
1991	04	23	5	2	3	NA	3	1	5	3	13	8	3	6	2	3	4	6.6	6	5	3.8	8	6	4	9	3	5	3	3	4	7	3	4	4	2	3	6	NA	1.5	3	3	NA	0.5	1	1	-2	-1	6	NA	1	4	6	1	0	-1	5	1	0	4.5	1	4	7	4	6	6	4.3	5	1	4	3	6	NA	9	9	4	3	7	8	4	2	5	7	3	5	3	1	4	7	2	8	NA	NA	3	6	5	3	4	6	-1	1
1991	04	24	5	5	6	NA	4	3	4	5	12	10	5	9	3	8	7	7.2	9	7	7	10	10	8.5	4	8	11	10	10	10	8	5	8	7	8	4	11	NA	5	3	3	NA	2	3	2	-3	-1	6	NA	3	6	8	2	6	4	9	-3	1	10	3	4	10	6	5	7	8	7	6	6	5	9	NA	9	9	5	4	8	6	5	2	7	6	6	7	4	-3	4	3	3	9	NA	NA	4	9	4	2	5.5	7	1	7
1991	04	25	5	5	3	NA	4	4	6	5	11	7	4	5.5	3	8	7	7.8	6	6	4.8	9	6	3.5	7	8	6	5	5	5	7	4	5	7	6	5	9	NA	5.5	7	5	NA	4.5	5	4	3	2	7	NA	4	6	8	4	4	2	7	3	1	5	3	4	8	6	6	7	7.2	8	5	7	5	6	NA	9	7	4	3	6	9	2	2	7	8	2	6	2	3	4	4	3	8	NA	NA	4	9	6	6	5.5	7	1	5
1991	04	26	6	7	6	NA	8	7	11	4	12	8	8	7	4	8	9	7.6	7	7	8.2	10	8	7	7	8	8	8	7	7	6	4	6	6	6	4	8	NA	4.5	6	3	NA	2	4	1	3	2	6	NA	3	5	5	2	3	2	1	0	1	6	4	8	8	5	6	8	NA	5	5	7	8	7	NA	8	6	5	5	9	7	5	3	1	7	6	8	5	0	5	6	7	8	NA	NA	4	9	8	6	5	5	2	8
1991	04	27	5	5	6	NA	6	5	6	5	13	7	9	7.5	1	5	7	8.2	6	7	8	10	8	6	5	8	8	7	7	8	5	4	8	8	6	6	8	NA	2.5	4	4	NA	2.5	4	1	0	3	6	NA	3	3	6	2	3	2	7	2	1	6	3	5	3	4	8	3	4	5	6	4	5	6	NA	9	7	4	3	7	7	7	3	1	8	7	7	5	2	5	5	4	8	NA	NA	4	6	5	7	4.5	6	0	8
1991	04	28	7	5	6	NA	5	4	5	6	12	10	7	7	3	5	5	7.2	8	5	6.6	9	8	6.5	6	7	5	6	7	5	5	4	6	7	6	6	7	NA	4	5	4	NA	4	2.5	2	-2	0	6	NA	4	6	8	4	2	2	5	4	1	5.5	3	8	7	4	8	4	4	6	4	5	5	6	NA	8	6	5	6	7	10	8	3	6	10	6	6	5	4	6	5	5	10	NA	NA	4	6	6	5	5.5	9	1	8
1991	04	29	8	5	6	NA	7	5	4	6	12	10	6	7	5	7	8	8.4	7	6	6.4	10	9	6	6	8	7	6	6	5	5	4	5	9	7	7	8	NA	6	7	5	NA	5	4	4	-2	1	7	NA	4	6	9	3	2	2	6	2	1	6	3	7	7	6	7	9	6.4	5	4	7	10	7	NA	10	9	6	5	10	9	8	3	8	10	7	6	6	2	7	5	7	10	NA	NA	6	10	6	5	6.5	7	2	5
1991	04	30	8	4	5	NA	7	4	6	6	13	10	7	8.5	3	5	6	8.2	10	8	6.8	9	7	6.5	5	3	6	6	5	6	6	5	5	9	8	7	9	NA	5	6	5	NA	4.5	2	4	-1	1	7	NA	4	6	9	4	3	2	6	4	2	6	3	7	9	5	7	6	5	6	3	5	5	6	NA	12	9	6	6	9	12	7	5	8	11	5	7	6	4	7	7	6	10	NA	NA	7	7	7	5	6.5	6	2	5
1991	05	01	9	6	6	NA	6	5	7	7	14	10	6	9	4	8	9	8.8	10	7	6.6	11	8	6	10	6	7	5	9	6	7	6	8	13	7	10	12	NA	6.5	7	8	NA	7	4.5	4	2	2	9	NA	6	6	9	5	3	5	9	4	2	8	5	11	9	7	6	8	6.7	9	5	7	5	9	NA	10	9	7	9	11	11	9	3	9	10	7	10	9	4	8	7	8	11	NA	NA	7	13	7	8	9	7	2	7
1991	05	02	10	10	10	NA	9	9	9	9	14	11	7	10.5	5	11	9	9.2	10	9	10.4	13	11	7	10	10	10	10	9	10	8	8	9	12	11	10	13	NA	8.5	8	8	NA	6.5	8.5	10	2	7	10	NA	8	6	11	7	7	6	10	4.5	6	8	4	9	10	8	6	12	10.3	10	9	11	10	12	NA	11	17	8	8	11	10	11	3	10	7	8	4	9	4.5	7	9	9	12	NA	NA	8	11	8	8	8	10	0	10
1991	05	03	9	9	9	NA	9	9	6	8	15	10	6	11.5	4	11	10	9	9	10	10	13	11	9	10	10	11	11	8	11	10	7	11	11	9	9	13	NA	6.5	8	6	NA	5.5	6	5	3	5	10	NA	5	7	8	5	5	6	12	4	6	9	6	7	11	8	6	12	10	9	8	10	10	10	NA	11	10	7	8	11	11	11	3	8	11	9	10	9	4	7	8	10	8	NA	NA	8	11	10	9	7	10	4	9
1991	05	04	7	8	6	NA	5	6	7	7	14	10	9	11	10	9	10	10.4	6	7	9.2	9	11	8.5	6	6	11	9	10	10	9	5	10	10	9	10	11	NA	6.5	8	6	NA	4	6	3	3	4	10	NA	5	7	8	5	5	5	12	1	6	9.5	5	9	10	7	7	12	6.8	5	7	10	9	9	NA	11	7	6	6	12	12	7	3	8	10	8	10	8	1	6	9	9	8	NA	NA	5	11	9	9	6.5	10	5	8
1991	05	05	5	5	6	NA	8	4	5	5	14	7	8	8.5	3	6	9	7.6	8	5	5.2	10	7	6	8	6	7	6	10	6	10	5	6	9	7	4	9	NA	4.5	4	4	NA	4	2	1	2	0	9	NA	3	5	7	1	1	1	7	3.5	1	8	2	9	7	3	7	6	4.7	7	4	6	5	6	NA	10	6	5	5	8	9	5	3	5	9	5	6	9	3.5	8	11	8	7	NA	NA	4	10	11	5	5	7	4	4
1991	05	06	5	6	6	NA	6	5	8	6	14	8	7	7	7	9	6	8.2	7	7	6.4	11	8	6	8	7	8	9	9	8	9	7	7	11	6	7	8	NA	5.5	7	6	NA	5	6	4	3	6	9	NA	3	6	7	4	4	4	9	1	1	7	2	8	9	6	6	8	6.4	7	5	6	3	11	NA	9	7	4	6	8	8	8	4	5	8	7	7	6	1	6	5	9	9	NA	NA	5	9	7	5	6	7	3	9
1991	05	07	6	6	6	NA	8	6	6	5	13	8	7	10	8	6	8	8.8	8	8	8.6	9	9	9	5	10	9	9	8	9	8	5	9	9	7	7	10	NA	3.5	6	4	NA	1.5	4	1	3	3	6	NA	3	5	4	2	5	3	9	1	2	6	2	4	7	5	4	7	7.5	5	4	7	4	9	NA	7	4	4	2	7	9	7	1	7	7	7	7	5	1	4	6	6	7	NA	NA	4	7	8	6	3.5	7	4	8
1991	05	08	6	5	6	NA	4	3	5	5	13	13	9	7	3	5	6	8.2	7	4	5.2	9	7	4	5	6	9	7	9	5	8	3	5	9	6	8	9	NA	4	4	4	NA	3	2	1	0	1	7	NA	3	5	4	3	1	1	7	4	2	6.5	1	8	6	4	6	5	4	5	3	5	5	7	NA	7	6	6	6	8	8	7	2	9	9	7	6	5	4	5	4	4	7	NA	NA	4	7	6	5	4.5	9	0	4
1991	05	09	9	5	12	NA	8	12	12	8	13	13	10	13	5	12	7	7.6	12	9	9.8	13	11	11	7	12	14	5	6	14	7	9	9	9	12	9	10	NA	9	6	4	NA	8	9	7	0	1	8	NA	9	7	9	6	9	7	9	-3	2	6	9	8	13	9	6	12	6	6	10	10	10	13	NA	10	8	5	8	13	12	8	4	2	11	10	7	9	-3	7	6	5	7	NA	NA	7	12	4	7	6.5	11	5	4
1991	05	10	7	5	11	NA	6	6	5	6	14	10	7	6.5	5	6	9	7.2	12	9	7.4	11	9	6.5	11	11	8	5	6	8	6	6	7	7	5	5	8	NA	4	5	4	NA	7	2.5	2	0	0	7	NA	3	6	7	2	6	4	8	3.5	2	6.5	1	4	7	5	5	6	5.7	9	4	7	5	7	NA	9	7	6	5	8	8	4	2	2	7	7	7	2	3.5	6	5	4	10	NA	NA	7	8	12	5	5.5	5	1	8
1991	05	11	6	9	9	NA	9	8	8	7	15	11	8	8	8	9	10	12.4	9	10	10.4	14	11	9.5	6	11	14	10	8	10	6	7	11	10	9	6	9	NA	7	7	7	NA	5	7	5	2	7	7	NA	6	7	7	6	6	5	8	6	2	6	6	8	13	6	6	10	8.7	8	7	10	10	13	NA	8	7	6	7	10	10	8	5	10	11	8	6	8	6	6	5	5	10	NA	NA	7	10	12	9	7.5	9	5	9
1991	05	12	7	8	7	NA	7	10	9	7	13	11	7	10	5	8	9	11.2	10	10	9.8	11	9	6.5	12	5	7	9	9	7	9	7	6	14	9	10	10	NA	8	8	7	NA	6	6	5	2	7	10	NA	6	8	7	5	6	7	8	3	4	9	4	9	8	7	8	7	7	10	6	8	11	18	NA	12	7	8	8	7	12	10	7	12	10	9	11	9	3	6	8	6	10	NA	NA	7	13	11	8	8.5	13	6	9
1991	05	13	8	9	9	NA	10	8	9	8	13	13	9	9	8	10	10	10.4	11	11	9.8	12	11	9	8	6	12	7	9	10	9	6	7	10	9	9	12	NA	8.5	9	6	NA	5	5	5	3	3	10	NA	5	8	11	5	5	3	8	2	4	7	4	8	12	8	9	12	9.7	9	7	9	12	16	NA	12	9	7	8	11	11	7	6	17	10	9	8	7	2	7	9	5	11	NA	NA	7	13	12	11	8.5	10	7	8
1991	05	14	8	9	9	NA	8	10	8	8	12	11	10	9.5	7	9	9	10.6	12	8	10.2	11	11	7.5	9	11	8	9	10	9	9	7	8	14	10	9	11	NA	7	8	6	NA	6	7.5	7	3	3	11	NA	7	7	13	6	5	5	10	4	4	8	6	7	8	6	9	9	8.8	9	7	10	11	12	NA	12	10	7	8	8	9	8	6	17	11	6	8	9	4	7	7	5	11	NA	NA	7	10	11	7	8.5	9	5	8
1991	05	15	9	9	9	NA	9	10	9	9	13	13	11	12	5	8	12	11.4	12	11	11.6	12	10	9	13	6	11	8	10	12	10	8	8	13	11	11	12	NA	7	6	9	NA	6	5	7	3	3	11	NA	6	8	17	6	5	6	10	6	6	8.5	5	9	10	7	7	12	11	11	5	11	9	8	NA	13	10	8	10	10	10	10	6	17	12	7	10	8	6	8	7	6	10	NA	NA	7	10	7	7	9	8	3	9
1991	05	16	10	12	13	NA	12	12	10	9	15	13	10	14	7	12	11	11.4	13	12	13	15	15	8	11	16	14	14	9	14	8	9	14	14	10	12	14	NA	8.5	8	8	NA	6.5	8	7	2	5	13	NA	4	8	10	5	7	7	10	1	6	8	8	9	11	10	7	12	11.9	10	10	13	11	6	NA	12	10	8	9	12	14	13	6	4	13	6	12	11	1	8	12	7	9	NA	NA	7	13	7	12	8.5	8	7	12
1991	05	17	8	10	10	NA	12	8	8	7	13	11	9	11	10	8	12	12.4	11	9	10.8	12	12	9.5	10	11	12	11	8	11	9	6	12	14	7	7	10	NA	7	8	6	NA	4.5	6	5	5	5	10	NA	6	8	9	5	5	7	10	2	4	10	2	9	11	8	6	13	6	5	7	11	8	5	NA	9	9	6	6	7	8	7	5	4	11	7	10	4	2	6	5	5	10	NA	NA	6	10	8	7	7	8	6	8
1991	05	18	9	4	6	NA	5	5	8	6	15	10	6	9	6	5	10	8.8	10	8	7	10	10	9.5	6	8	10	7	9	7	10	5	8	10	6	6	10	NA	5	6	6	NA	3.5	3	1	0	2	9	NA	2	8	6	2	6	2	5	3	4	7	3	9	7	4	6	5	4	5	3	6	5	8	NA	10	8	5	6	8	9	7	4	4	10	5	7	5	3	6	5	2	10	NA	NA	5	8	8	5	6.5	4	2	4
1991	05	19	7	5	6	NA	7	5	7	6	15	10	7	9	3	7	10	8.4	11	7	6	10	7	5	6	4	5	6	6	8	10	5	5	11	8	7	10	NA	6	5	5	NA	4.5	3.5	4	-2	1	9	NA	4	6	11	4	4	3	7	0	1	5.5	4	7	8	6	6	6	5.4	7	5	6	5	10	NA	12	9	7	6	9	8	7	5	7	7	6	8	6	0	6	7	3	11	NA	NA	6	13	9	7	7	7	4	12
1991	05	20	9	6	7	NA	6	5	8	7	15	10	6	8	4	6	8	9.2	12	6	9.4	11	10	6	11	8	7	7	8	7	10	7	7	7	8	8	10	NA	5	5	5	NA	7	5	4	-2	1	9	NA	6	4	10	5	3	3	8	1	1	6	4	10	7	5	6	7	7	8	5	7	5	7	NA	12	8	7	8	10	9	6	6	7	9	7	7	5	1	7	16	3	11	NA	NA	7	10	8	6	8	7	1	5
1991	05	21	11	11	11	NA	7	12	9	9	14	13	7	9	8	9	7	8.6	13	11	13.6	14	12	9.5	8	11	12	11	10	11	9	8	11	8	8	7	11	NA	8	7	5	NA	6	5	5	2	3	9	NA	6	8	9	6	6	4	9	1	5	8	6	14	10	8	6	9	10.2	9	7	10	10	12	NA	13	13	9	7	10	7	8	6	7	10	7	7	6	1	8	14	5	13	NA	NA	7	10	7	8	9.5	9	5	9
1991	05	22	11	9	10	NA	8	7	10	10	15	13	11	10	8	8	6	11.2	12	8	10	13	11	8	8	11	8	9	9	8	9	9	9	10	9	8	11	NA	8.5	9	6	NA	9.5	7	7	2	5	9	NA	9	8	12	7	5	6	9	4	6	10.5	6	7	9	8	8	9	8.8	9	7	9	10	10	NA	13	14	9	8	9	6	10	6	7	11	6	7	6	4	9	16	5	12	NA	NA	10	10	7	7	9.5	10	4	9
1991	05	23	12	8	9	NA	9	7	11	9	15	13	9	10	6	8	12	11.4	15	9	10.8	13	12	6	9	10	8	11	9	8	10	10	9	9	10	9	11	NA	9.5	10	6	NA	10	7	8	2	5	12	NA	9	8	14	9	5	7	10	5.5	7	10.5	6	14	6	8	9	8	7	9	7	8	9	9	NA	13	13	10	11	10	9	10	8	8	9	6	7	7	5.5	10	14	5	12	NA	NA	10	10	8	7	10	9	2	9
1991	05	24	12	10	11	NA	10	10	13	10	15	13	11	14	6	12	12	11.6	10	13	13.2	15	12	7.5	10	11	11	11	10	14	10	12	13	10	12	8	12	NA	10	10	6	NA	10.5	7.5	10	5	7	13	NA	9	11	14	8	7	11	10	5.5	8	13	8	11	9	11	8	10	10	10	8	9	7	11	NA	13	11	11	10	14	13	11	10	7	11	8	10	10	5.5	11	14	5	13	NA	NA	10	13	6	10	10	13	8	9
1991	05	25	10	11	13	NA	10	10	19	11	15	13	12	13	10	10	10	11.4	11	11	12	14	13	12.5	10	10	12	11	12	11	10	12	14	14	11	10	10	NA	11	11	7	NA	9.5	9	11	2	8	13	NA	9	11	10	7	7	9	12	5	8	8.5	8	11	12	11	9	13	11	9	9	12	11	12	NA	14	10	9	9	14	15	10	9	7	13	11	14	10	5	10	16	6	11	NA	NA	10	13	15	12	10.5	13	7	12
1991	05	26	9	8	9	NA	8	8	9	9	15	16	11	7	8	8	9	12.2	12	10	9.8	13	12	10	9	11	11	10	9	9	11	6	6	8	11	6	9	NA	7.5	8	7	NA	7.5	8	7	2	4	11	NA	7	11	10	5	9	4	9	4	7	8	5	5	7	7	9	7	8	9	6	9	10	10	NA	14	10	9	8	10	10	5	5	2	13	9	7	4	4	9	4	5	15	NA	NA	6	10	14	11	10	15	2	5
1991	05	27	9	15	9	NA	7	7	10	9	10	11	12	7	7	9	8	11.6	11	9	9	11	11	7.5	10	12	9	9	9	7	11	7	7	10	9	7	10	NA	8	8	9	NA	8	8	8	2	5	11	NA	8	9	10	8	5	7	10	2	7	10	5	8	11	10	9	8	10	11	7	9	8	10	NA	13	11	9	10	10	9	8	8	4	11	8	8	7	2	10	5	4	14	NA	NA	10	10	6	6	10.5	17	2	9
1991	05	28	10	11	13	NA	9	9	11	11	16	11	10	10	8	9	10	14.2	12	9	9.2	12	12	12.5	9	11	10	11	8	11	10	10	9	9	8	8	12	NA	11	7	7	NA	8	8	10	4	5	12	NA	9	10	13	10	8	7	10	1	8	10	8	9	11	11	10	12	12	10	8	10	11	10	NA	13	17	10	9	12	13	7	6	5	13	11	9	7	1	11	9	8	14	NA	NA	8	13	10	12	10.5	9	3	9
1991	05	29	10	9	9	NA	9	6	10	11	20	14	10	7.5	6	9	8	11.4	10	8	7.4	16	12	10	12	9	7	8	9	8	11	10	7	10	9	7	13	NA	9	10	9	NA	10	8	10	2	5	12	NA	10	11	14	7	8	7	10	3.5	8	10	7	5	7	8	11	13	10	11	8	10	11	10	NA	13	17	10	11	10	9	5	7	9	12	7	7	5	3.5	12	8	10	16	NA	NA	10	10	12	8	11	9	2	8
1991	05	30	10	11	12	NA	10	10	12	11	21	13	9	8	6	9	8	14.8	11	12	8.2	17	13	16	12	8	10	12	7	16	11	10	8	10	8	7	14	NA	12	11	11	NA	11.5	8	10	4	5	12	NA	9	13	16	9	9	7	10	6	9	12	10	7	12	10	11	13	12	12	9	10	11	12	NA	13	13	12	12	11	10	6	8	10	14	8	9	7	6	13	9	11	16	NA	NA	11	13	18	12	14	17	3	9
1991	05	31	10	11	13	NA	10	11	13	11	20	16	10	11	8	11	8	14.2	14	12	10.8	17	15	12	14	11	10	16	10	16	10	10	10	10	10	9	14	NA	13	12	10	NA	12	9.5	13	5	7	13	NA	10	12	16	8	10	8	10	6	10	12	11	8	13	11	11	13	13	14	11	13	16	12	NA	15	13	11	13	15	15	8	10	10	15	9	13	10	6	14	11	11	16	NA	NA	11	14	15	12	14	15	5	12
1991	06	01	13	14	14	NA	12	14	14	11	21	14	9	14	4	13	12	12.6	15	13	15	14	14	14	14	13	12	15	9	14	11	10	13	14	9	10	14	NA	12.5	13	10	NA	11	11	12	4	7	13	NA	9	12	13	10	10	10	10	9	9	12.5	10	11	15	13	11	13	14.7	14	11	13	16	14	NA	15	16	13	13	15	15	11	11	10	15	12	12	9	9	14	12	10	15	NA	NA	12	16	14	16	14.5	16	6	12
1991	06	02	12	12	13	NA	14	13	11	11	22	13	7	13	12	14	14	13.6	13	13	15	14	13	12	12	13	14	15	9	14	10	8	12	16	14	14	14	NA	11.5	13	10	NA	10	8.5	10	4	10	11	NA	9	12	13	10	9	8	13	7	9	12	10	14	14	12	10	14	14	15	10	14	16	16	NA	16	15	12	12	15	16	13	11	11	15	10	15	12	7	13	14	10	15	NA	NA	11	17	13	18	12	16	10	14
1991	06	03	13	13	16	NA	12	14	12	12	22	14	10	13.5	11	14	14	13.6	13	11	14.8	16	15	12.5	12	14	14	13	14	14	11	11	13	15	12	13	14	NA	12.5	13	12	NA	11.5	11.5	10	6	9	12	NA	10	12	13	10	11	8	15	9	8	12	10	15	14	13	14	13	14.7	13	10	15	11	15	NA	16	14	12	12	15	14	15	11	10	14	12	13	12	9	13	14	11	15	NA	NA	13	14	15	13	13	15	8	16
1991	06	04	13	14	13	NA	13	11	13	11	21	14	11	14	10	13	15	13	15	14	13.6	15	13	12	14	14	13	12	11	14	13	11	12	16	11	13	15	NA	10.5	11	11	NA	10	11	10	4	9	12	NA	12	13	15	10	10	8	12	11	9	7	9	15	13	11	12	13	12.2	16	9	14	15	16	NA	15	14	11	12	14	16	14	10	12	14	10	13	11	11	11	16	11	15	NA	NA	13	17	18	12	12	13	9	12
1991	06	05	13	15	13	NA	13	12	15	12	20	16	15	19	11	17	16	11.8	15	15	13.8	17	14	13.5	13	12	16	14	12	14	14	12	13	17	16	12	15	NA	13.5	12	11	NA	11.5	12.5	11	12	8	16	NA	11	14	16	10	12	12	16	7	10	8.5	11	14	17	14	14	19	15.4	13	14	16	16	16	NA	16	14	12	13	15	14	14	10	13	13	10	14	14	7	13	11	10	15	NA	NA	13	18	13	15	13	14	14	13
1991	06	06	14	14	16	NA	14	12	15	14	22	16	20	19	11	13	17	13.4	16	13	16.4	18	16	13	14	14	14	13	12	13	15	15	16	16	16	12	18	NA	14	13	13	NA	11.5	12	11	10	4	16	NA	13	15	18	12	10	15	16	11	11	13	10	14	15	13	15	13	16.4	15	14	14	11	16	NA	16	13	12	13	14	17	11	10	10	15	11	15	11	11	13	14	11	16	NA	NA	13	20	15	16	14	15	13	12
1991	06	07	14	15	16	NA	13	14	16	14	22	16	19	19	12	19	20	14.6	18	18	18	17	16	15.5	17	14	19	19	14	18	15	17	16	10	17	18	18	NA	13	14	13	NA	13	12	13	11	8	18	NA	12	15	20	12	12	10	17	10	11	10	11	15	17	15	15	16	17	17	15	14	14	16	NA	16	12	13	14	18	16	12	13	16	16	14	16	15	10	13	15	10	16	NA	NA	13	17	13	16	14	15	15	16
1991	06	08	13	17	16	NA	13	16	16	11	23	19	16	19.5	14	17	17	17.4	12	16	17	17	17	15.5	14	16	17	13	16	18	16	14	18	20	19	17	19	NA	12	14	14	NA	12	11.5	11	10	9	16	NA	12	14	15	12	13	10	19	12	8	8	13	14	16	15	15	18	14.8	12	15	17	15	17	NA	17	16	12	13	18	17	18	13	15	14	14	16	15	12	13	15	9	14	NA	NA	12	13	17	15	12.5	15	7	12
1991	06	09	13	13	13	NA	13	11	12	11	23	16	13	18	12	12	18	18.4	11	15	14.8	18	16	14	11	12	15	12	17	15	17	12	16	19	18	15	18	NA	12	10	12	NA	10.5	9	10	8	7	15	NA	8	12	19	10	9	10	15	6	8	8	11	14	12	12	11	13	12.4	12	10	12	14	16	NA	16	16	11	12	16	15	17	11	13	15	12	15	13	6	13	13	10	16	NA	NA	12	13	17	12	12	13	5	12
1991	06	10	13	12	13	NA	12	10	14	15	22	16	14	16	10	11	17	15.1	15	11	13.4	20	16	13	13	13	11	14	13	12	17	13	14	13	13	13	14	NA	13	13	12	NA	10.5	10.5	13	6	8	16	NA	11	14	19	11	9	10	19	8	8	15	12	15	12	11	11	10	10.4	13	10	12	11	13	NA	17	16	12	13	15	14	13	11	13	14	14	12	10	8	12	9	9	18	NA	NA	14	13	14	11	13	13	7	13
1991	06	11	13	15	16	NA	13	12	16	15	22	16	14	15	12	14	14	16.8	16	13	15	20	16	13	11	13	14	14	14	13	18	16	13	13	13	14	17	NA	14	10	15	NA	16	12.5	14	10	9	17	NA	14	16	17	14	5	10	15	5	13	13	12	12	14	13	16	16	13.3	10	13	18	16	17	NA	15	19	14	14	15	14	14	11	12	13	13	12	12	5	14	11	10	18	NA	NA	17	15	10	12	14.5	16	9	12
1991	06	12	13	13	11	NA	12	8	13	17	22	16	15	14	10	9	12	17.2	16	10	12	16	17	11	12	16	12	10	11	11	17	11	11	14	14	14	17	NA	13	7	10	NA	11.5	7.5	15	6	9	15	NA	14	12	14	19	11	10	15	6	10	13.5	7	15	14	10	17	9	9.7	11	8	10	11	11	NA	15	19	11	11	13	13	13	11	10	12	10	12	9	6	12	8	12	18	NA	NA	11	13	13	10	11.5	12	4	10
1991	06	13	16	14	16	NA	14	13	16	15	23	16	15	13	11	12	12	16.8	16	12	13.4	16	16	13.5	14	14	12	14	14	14	16	14	13	13	13	14	16	NA	11	9	15	NA	15	11.5	13	8	9	16	NA	11	15	17	13	11	13	15	7	9	15	12	11	14	12	17	13	13.4	14	14	11	11	15	NA	16	18	11	15	14	15	11	11	10	13	11	13	11	7	13	16	11	18	NA	NA	11	17	18	12	15	15	6	14
1991	06	14	18	13	18	NA	11	12	17	16	23	17	16	15	10	12	13	16.2	15	14	12	16	15	15	16	14	13	14	14	13	18	16	12	15	13	13	17	NA	13.5	10	15	NA	16	12.5	14	8	10	18	NA	16	16	20	13	12	13	15	10	13	16	12	11	13	13	18	13	13.2	15	14	13	13	16	NA	17	20	13	15	14	13	13	11	10	17	10	11	14	10	14	11	12	20	NA	NA	17	14	11	12	16.5	16	6	12
1991	06	15	19	16	17	NA	14	15	19	19	24	20	15	15	14	14	13	18.8	17	14	17.2	19	17	18	19	17	16	17	15	16	18	19	15	15	14	14	17	NA	17.5	13	16	NA	21	15.5	17	8	11	19	NA	19	18	20	15	14	16	15	14.5	13	18	12	13	15	15	22	13	15.2	19	18	15	16	16	NA	18	20	14	18	15	15	15	14	15	17	13	14	13	14.5	16	13	12	20	NA	NA	17	17	15	15	19.5	19	7	16
1991	06	16	18	17	19	NA	14	14	20	19	24	20	17	20	17	17	14	18.8	19	19	19.2	19	20	19	19	17	15	23	14	24	17	20	15	16	14	15	18	NA	22	14	20	NA	25	18	20	10	10	20	NA	18	22	20	18	19	16	16	14	13	17	17	15	20	18	22	20	21	20	17	20	23	26	NA	18	20	17	21	19	19	16	15	19	22	14	15	19	14	20	17	11	25	NA	NA	19	18	17	14	21.5	23	6	16
